URL;Summary;Type 
https://www.mdpi.com/2072-666X/13/9/1380;"Introduction
Due to the advancement of semiconductor technology, it has solved many existing hardware computing bottleneck problems, coupled with the advancement of 5G networks and the significant improvement of communication efficiency, resulting in the acceleration of artificial intelligence (AI) applications [1].
Applications are ubiquitous, and the realization of the Internet of Vehicles (IoV) in countries around the world has accelerated the trend of commercial operation [2]
Communication technologies, such as Industry 4.0/5.0 or 5G/6G, are necessary or indispensable infrastructures for enterprises and industries to go digital.
With the advent of the era of the IoV and the rapid advancement of miniaturized process technologies such as contemporary MEMS, 4.0/)
Objectives
This paper aimed to provide a brief overview of the recent literature review of AI on predictive maintenance techniques, especially in the field of automotive applications
Methods
A research study on unsupervised machine learning algorithms for early fault detection in predictive maintenance [26].
Vehicle trajectory prediction based on social generative adversarial network for self-driving car applications [40].
Support vector machine based multiple fault detection in an automobile engine using sound signal
Conclusion
Discussion and Conclusions

In the current era of 5G communication development, the IoV communication network is a very important development focus.
To be able to warn of failures before they occur, predictive maintenance (PdM) can be used, which is a preventative optimal maintenance strategy that predicts potential failures and takes immediate and appropriate maintenance actions [14].
It can be seen that AI technology is crucial to the development of the IoV";Scientific 
https://lamintang.org/journal/index.php/ijai/article/view/134;"Introduction
With the development of vehicle network technology and information technology, the interaction interface of automobile becomes richer and more diversified.
The information model has gradually developed from a single driving and condition information model to a complex information system including automobile information, inter-car information, information of car and other information carriers [2]
In such a complex information system, besides completing the main driving task of controlling the car, maintaining the lane and monitoring the road condition, drivers perform a large number of in-vehicle secondary tasks which have nothing to do with driving or are not directly related to driving.
Many studies have proved that secondary tasks represented by in-vehicle information interaction seriously affect driver's driving efficiency and traffic safety [4] [5].
Facing with the increasingly complex automobile interaction system, how to make users understand the hierarchical relationship of information clearly, how to get information nodes clearly, how to process information quickly and efficiently, how to improve operation efficiency, so as to perform operation accurately and efficiently, is the starting point of automobile Human-computer interaction design research [7].
Touch Screen Control Interactive Mode Owing to the increasing new functions and the insurmountable shortcomings of physical operators, the interaction mode based on physical operators is facing enormous challenges, which makes touch control develop rapidly.
To drivers who need to concentrate on driving will face enormous risk
Speech Interaction Mode
Speech interaction refers to the direct use of speech as a sensor to directly control equipments without the need for physical controllers.
The accuracy of speech recognition is affected by tone, environmental noise and interference.
At this stage, the first problem to be solved in speech interaction is to improve speech recognition technology and semantic recognition technology
Somatosensory Interaction Technology
Somatosensory interaction technology is an intelligent technology that can directly use limb movements to interact with digital devices and environment without any control equipment, and complete various instructions according to human actions, and manipulate them at will.
HUD Visual Augmented Reality Technology In the field of automotive Human-computer interaction, head-up display (HUD) and augmented reality (AR) are combined to overlay the virtual information and real world information on the screen and interact on this basis, as shown Figure 6.
Interaction Model Based on Biometrics and Perception Technology The safety is a major demand for automobile drivers for a long time and in the future.
In this way, it can protect the driver's safety to the greatest extent, and prompt other vehicles to avoid the car.
Speech technology plays an important role in reducing driver distraction, improving interaction efficiency and driving safety.
The Human-computer interaction design of automobiles should follow the following principles: (a) Adjust the conditioner's wind speed, temperature and multimedia volume through the physical controller, without needing to control by repeatedly clicking the screen or long pressing the screen.
The speech control system needs to set oneclick to start and close to prevent the audio signal input of non-user instructions. (d) Using augmented reality technology, made the important driving information such as navigation project to the front windshield to reduce the driver's line-of-sight deviation and improve driving safety
Findings
The speech recognition accuracy is as high as 95% [12], but in practice, speech recognition is affected by many factors, which reduces its accuracy.
Because speech recognition is influenced by many factors, such as dialect and environmental noise, further breakthroughs in speech recognition and semantic recognition are needed to achieve a complete Human-computer dialogue-recognition accuracy of 99%
Conclusion
Automotive Human-computer interaction interface is an important platform for automobile and driver.
Automobile Human-computer interaction design has always been a very important research topic.";Scientific 
http://jamme.acmsse.h2.pl/papers_vol31_2/31264.pdf;"Journal of Achievements in Materials and Manufacturing Engineering
Volume 31 Issue 2 December 2008 and viable automotive sector and to enhance local capabilities in the automotive sector.
The advantages of reuse in terms of economic benefits as well as environmental safety will direct the local automotive manufacturers to deal with the end of life recovery of their products.
Kara et al [5] conducted a study to determine the reuse potential of washing machine component based on estimated operating life time by comparing multi regression analysis and artificial intelligence.
The essential goal of reuse strategy is to determine the potential reuse components that optimise economic benefits, reliability and durability of the reuse components at the end of life cycle.
The study will develop an optimisation model for automotive component reuse in order to deliver highly reliable reuse components at minimum costs.
Artificial intelligence methods, such as artificial neural networks (ANNs) and genetic algorithm (GA) have solved many problems in decision making.
The ability of ANNs to learn and understand the problem and to improve its performance through learning process can be applied to predict life time and reliability of automotive components based on failure data analysis.
The combination of artificial neural network and genetic algorithm can make evolutionary computation to solve optimisation model for automotive components reuse.
An optimisation model of an automotive component for reuse that minimise life cycle cost as well as maximise reliability will be proposed.
The other concern is the quality of vehicles as it is driven by customers perception about reuse products that are not as good as new
In this case, prediction of component life time and reliability become very important to ensure the quality of reuse parts/components.
The application of artificialintelligence in optimisation of automotive components for reuse
This new design will lead to an easier disassembly of door skin and door frame and prevent damages during disassembly process.
This will lead to reduction in disassembly time and recovery cost.
It will give more opportunity of car door parts such as door frame and door skin to be reused.
The proposed design changes enable the car door to be disassembled and will reduce disassembly time as well as recovery cost.
The model for predicting life time and reliability of automotive component will be proposed.
The durability and reliability of the proposed design of car door for reuse will be predicted.
The optimisation model will determine the potential car door components that maximise durability and reliability as well as minimise life cycle costs.
The proposed design of car door for reuse will be analysed using FE method so that various stress and cycle to failure could be determined.
The study on durability and reliability of the proposed design of the car door is currently being carried out.
Design improvement of the car door for reuse is to increase ease of disassembly and to increase durability and reliability of the car door components.
Based on the automotive components reliability and durability that resulted from the proposed ANNs model, the proposed optimisation model is developed in order to find the optimum automotive reuse components.
The proposed optimisation model describes trade off between life cycle costs and reliability of reuse components.
3. Reliability: x Reliability of each component (Xi(t)) at the end of product life time is predicted from ANNs model.
Separability (Si): x The reuse component has to be separated, :
Lower bound constraint
This proposed optimisation model will be solved using Genetic Algorithm (GA). Genetic Algorithm is a stochastic search technique based on the mechanism of natural selection and natural genetics.
This study hopes to contribute to design for reuse by assessing high potential and reliable reuse components at the lowest costs
Artificial intelligence methods, such as artificial neural networks (ANNs) and genetic algorithm (GA), can be applied to solve this problem as they can provide satisfactory and acceptable solutions for many complex problems
Findings";Scientific 
https://link.springer.com/chapter/10.1007/978-3-319-94361-9_13;"Motivation
Maintained tires adversely impact vehicle acceleration, braking, steering, comfort, and efficiency, with as many as 6, 000 deaths annually attributable to improperly maintained or defective tires [1,2].
Vehicle owners aware of the risks of improper inflation continue to operate vehicles with underinflated tires [3], and for less-well-known issues such as tire aging, oxidation, and cracking, drivers are unaware of the need for replacement[1,2], forgoing inspection entirely.
This paper examines the design and implementation of such a system, using a mobile phone’s camera to capture pictures of a vehicle’s tires and a leveraging a web backend to classify tires into “normal” or “abnormal” states based on the presence of surface cracking
Prior Art
Mobile phone sensors including accelerometers, GPS and microphones have been used to assess vehicle condition and to diagnose maintenance needs including wheel imbalance, tire pressure and air filter condition[4,5,6]
Such devices are pervasive, inexpensive, and effective, capable of emulating the human perception of motion and sound within a moving vehicle and applying machine learning for reliable fault classification.
With advances in software toolkits and the ability to utilize graphics processing units to massively parallelize computation, along with pervasive connectivity to allow image data to be streamed to a server for classification, now is the optimal time to explore the use of visual techniques for tire condition assessment
Hypothesis
Unsafe, cracked tires can have a variety of appearances based on time compound, age, and exposure to sun and chemicals.
We believe it is possible for a Convolutional Neural Network (CNN) to develop a kernel capable of matching features based on the repeated patterns and edges present in tires with cracked sidewalls.
It allows the central server to aggregate tire data, have a human supervise incoming images at regular intervals, and retrain the model to support continuous improvement as the training set grows
Data Collection and Augmentation
Collecting images of tires is a time-consuming process. To accelerate data collection, we conducted an image search for new and old tires (using the keywords “weather-checked,” ‘weathering,” “oxidized,” “cracked,” and “dry-rotted”) on Google Images, Craigslist, and eBay.
We conducted an image search for new and old tires on Google Images, Craigslist, and eBay. By selecting the images individuals chose to upload of their own tires, we ensured the training set featured entries from a variety of camera types, resolutions, noise characteristics represented.
After exhausting our search terms and collecting several samples manually, there were 1, 028 unique images, with 537 representing the cracked/aged class and 491 representing normal tires (a 52.2%/47.8% split).These sets were split randomly to retain 70% as in-sample training and validation data and 30% as keep-out testing data.
The final, augmented training set included 8, 502 images of cracked tires and 9, 776 images of normal tires, a 43.4%/56.6% class balance.
The labeled, nonaugmented image dataset will be contributed to the community
Calculating Baseline Accuracy
To compare our model’s performance with that of the human it is designed to help, we had to determine a human baseline to identify how well our algorithms perform relative to people.
We presented users with the same 352 testing images used to validate the classification model in a random order and asked them to classify the tires as being either safe or unsafe with no prior coaching about what unsafe tires might look like
These individuals provide a baseline against which we evaluate our algorithm’s target performance.
After seeing only 10% of the dataset (35 tires viewed), the average user accuracy was 55%, or slightly better than a coin toss
With this limited exposure, the testers had a false positive rate of 73.4% and a false negative rate of 0%.
For our target demographic, any performance beating the performance of a simple coin toss is an improvement upon the status quo since such a model may embed knowledge about failed tires with which app users will not inherently be familiar
Implementing a Convolutional Neural Network
Upon observing humans prove our hypothesis that unsafe tires have visually discernible patterns, we began to design Convolutional Neural Networks (CNN’s) for classification.
To train the DenseNet, we tuned the hyperparameters no fewer than 10 times and observed validation loss and mean accuracy, stopping after 100 epochs or apparent convergence, whichever came first
From these trials, we developed an implementation of a densely-connected convolutional neural network with 4 blocks of 15 layers and a growth rate of k = 18.
We tested the optimized classifier on cropped, non-augmented outsample data to validate performance on the keep-out testing set
These were the same 352 images presented to the human testers.
We inspected the misclassified images to seek out possible causes, and found that many of the images were over- or under-exposed, and tended to feature extreme close-ups of the tire surface
Surface abrasions such as scuffs and flashing left over after manufacturing tended to cause misclassification as cracked when the tire condition was good, whereas blurrier photos caused cracked tires to be misclassified as safe.
We set out to determine how the DenseNet worked on these imperfect data
Model Functionality
We visualized the learned filters to see if there were any discernible patterns.
We can observe that cracks have far more activation on edges, and surface detectors appear to benefit from higher activated on the smooth surface of a safe tire
In aggregate, these filters and activation functions are used to differentiate the tires between the normal and cracked states
Mobile Implementation
After developing an effective CNN classifier, we sought to implement the DenseNet as part of a mobile application.
We made the decision to implement the service remotely and to transmit captured video information to a server for processing
This avoided potential memory and speed limitations in mobile GPUs, as well as conserves battery life by offloading intensive processing to scalable Cloud-computing platforms.
As images’ classification results are returned, the flask server renders one of two webpages based on the classifier’s result – one page notifies users that their tires are likely in good condition, while the other page suggests that a user’s tires may no longer be safe and instead suggests a list of tire vendors.
Through a series of canvas manipulations, we will auto-detect when the tire fills a significant portion of the camera’s frame and automatically capture the image or a series of video frames at the optimal time
Findings
This paper explores the need for tire surface condition monitoring and considers the development of a densely connected convolutional neural network to identify cracking based on smartphone images
This model attains an accuracy of 78.5% on cropped outsample images, besting inexperienced humans’ 55% performance.
Future
Developing a mobile implementation of a visual tire condition monitor has the potential to change how people maintain their vehicles, helping drivers stay on the road longer and safer than today.
We are able to classify each and take a majority vote for classification to improve model robustness.
This will reduce the application’s sensitivity to lighting, angle, and focus changes by providing redundancies.
This work is the first step in a long line of applications that can leverage AI to improve vehicle performance, reliability, and efficiency and lays the framework for creating a “Diagnostics-as-a-Service” platform capable of turning mobiles phones into “tricorders” capable of diagnosing a range of mechanical systems";Scientific 
https://tspace.library.utoronto.ca/bitstream/1807/110831/4/Akhshik_Masoud_202203_PhD_thesis.pdf;"Environmental and lifecycle
assessments (LCA). The main problem with these areas is that the collected data are not comparable as every research has its own unique details even though LCA has a standard set of guidelines
to perform. The second main problem is that we have very limited data available for machines to
be able to use in these areas. Here in this thesis, several normalization methods and a coefficient
were used to make these data comparable. Also, because we had limited data available, we performed several LCA studies to generate more data to be able to use it in Machine learning algorithms for the purpose of testing, validation and training. One of the advantages of having limited
data here was that it enabled us to implement several machine learning algorithms and methods to
compare their performances. The results of this study created a powerful tool that can help researchers, original equipment manufacturers, policymakers and automotive companies to make
iii
better environmental decisions prior to any design stages just by knowing the percentage of lightweighted automotive parts. This tool is specifically created to work with lightweighting that is
resulted from replacing a glass fibre automotive part with natural fibre-reinforced composites.
Also, with the developed coefficient of countries, one can transfer the LCA data from one country
to another by using a simple equation. These coefficients were developed by using the countries
posted total primary energy supply and electricity grid mix. By using these tools, we will have a
better understanding of our emissions prior to any design with relatively high accuracy";Scientific 
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;;Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;"More productive employees through robot-human collaboration. Advances in computer vision are driving progress toward collaborative, context-aware robots. More computing power and better algorithms will lead to the development of flexible, non-special-purpose robots that can work alongside humans while reacting to changes in their environment with less configuration. For example, Rethink Robotics is designing collaborative robots that a human instructor can program simply by taking the arm of the robot and guiding it through desired movements, such as gripping and releasing objects.

Potential impact: Collaborative robots will simplify factory design by reducing the need for robot-only areas. Because instructing these robots will be simpler, companies will save money on development and deployment costs. Collaborative robots can help with tasks that are not fully automatable, potentially increasing productivity by up to 20 percent.";Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;;Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;"Fewer quality problems. Quality control, such as inspecting painted car bodies, is performed by human workers. This method is prone to errors and is relatively slow. But even automated methods can break down due to numerous variables in the test environment. If the lighting is not perfect or the product is mounted just a bit off-center for inspection, the current method can yield false positives. By contrast, AI-enabled visual QC can filter out these issues to focus on defects only. The AI system constantly learns to improve its analysis based on feedback. Using these methods, AI-powered hardware can visually inspect and provide superior QC on various products such as machined parts, painted car bodies, textured metal surfaces and more.

Potential impact: AI-based machines can detect defects up to 90 percent more accurately than humans. Insights from AI-based quality testing can also be used to analyze root causes of defects and improve overall production processes. Productivity increases in visual quality inspection of up to 50 percent are possible.";Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;Leaner supply chains. Accurate forecasting is critical to achieving a close match between supply and demand, but traditional forecasting and replenishment systems are being overwhelmed by a mountain of data and an increasing number of influencing factors, such as the storage of many low-volume long-tail items and just-in-time production that eliminates inventory cushions. AI systems can meet these challenges by using machine learning to produce more accurate demand forecasts. AI-powered supply chains have the flexibility to adapt and respond to changes in the product mix or unforeseen events, incorporating near-real-time data on advertising campaigns, prices, even weather forecasts. Eventually, AI will allow fully automated self-adjusting systems to make supply-chain management decisions autonomously, adjusting routes and volumes to meet predicted demand spikes. While some companies are working to develop predictive forecasting and replenishment tools internally, others are turning to established vendors like Blue Yonder, which offer AI techniques capable of optimizing forecasting and replenishment while simultaneously adjusting pricingPotential impact: AI-based approaches could reduce forecasting errors by 30 to 50 percent. AI could reduce overall inventories by 20 to 50 percent, generating a cascade of cost savings by eliminating the transport, warehousing, and supply-chain administration of unneeded goods.;Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;"Smarter project management. It can be hard to measure R&D progress or understand when to kill a project in order to free up resources for more promising items in the R&D portfolio. As a result, zombie projects with unclear status and milestones tend to linger, burning money, inflating total R&D costs, increasing time-to-market for worthwhile projects, and causing frustration all around. AI-based methodologies can improve R&D project prioritization and increase performance within individual projects, thus liberating budgets and raising overall efficiency. Take the example of F1 race car engineering. Failure rates of R&D projects to improve F1 car performance approach 90 percent. QuantumBlack, a firm specializing in advanced analytics, has successfully employed AI to streamline the R&D process and identify the most promising R&D projects early on. In part, it does this by pulling data from a wide variety of integrated sources and then using AI and machine learning to forecast factors that might detract from performance. Team dynamics are a key performance lever. Projects with a high level of interconnectedness should have high-intensity communications. By analyzing communications and discovering patterns, QuantumBlack can warn managers early on if a project seems to be off-track.

Potential impact: QuantumBlack’s AI-based approach typically generates R&D productivity gains of 10 to 15 percent and accelerates time to market by 10 to 40 percent.";Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;"Improved business support functions. Business support functions such as finance, HR, and IT are resource-intensive but vital to a company’s success. Cost pressures and flexibility requirements are driving demand for digitization. AI has high potential to automate tasks such as IT or finance that are already supported by computer systems. For example, on an IT service desk, codified problem-solving strategies and knowledge (such as server configuration) can be fed into an AI system so it can automatically combine individual pieces of knowledge to build a tailor-made problem-resolution process. This step employs reinforcement learning—the same technique that Google’s AlphaGo used to beat the world’s human Go champion.

Potential impact: Automation rates of approximately 30 percent are expected within business support functions. For the specific example on IT service-desk automation, a degree of automation of around 90 percent is possible. Automation is accompanied by greater accuracy and consistency, increased scalability and speed, and traceability of results, all at around-the-clock availability.";Consultancy
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/building-smarter-cars;Prioritize projects based on business logic. It’s still important to get a solid grounding in AI tech so that you can separate hype from facts. Make sure to establish a solid business case for an AI investment. Prioritize projects according to their technical feasibility and overall impact potential from both financial and productivity standpoints. Given the rapid pace of change in AI technology, you will want to re-analyze these business cases on a regular basis. A project that wasn’t feasible months ago might now be within reach.;Consultancy
